orderID,orderDate,shipCountry
10324,1996-10-08 00:00:00.000,USA
10325,1996-10-09 00:00:00.000,Germany
10326,1996-10-10 00:00:00.000,Spain
10327,1996-10-11 00:00:00.000,Sweden
10328,1996-10-14 00:00:00.000,Portugal
10329,1996-10-15 00:00:00.000,USA
10330,1996-10-16 00:00:00.000,Venezuela
10331,1996-10-16 00:00:00.000,France
10332,1996-10-17 00:00:00.000,Canada
10333,1996-10-18 00:00:00.000,Finland
10334,1996-10-21 00:00:00.000,France
10335,1996-10-22 00:00:00.000,Ireland
10336,1996-10-23 00:00:00.000,Portugal
10337,1996-10-24 00:00:00.000,Germany
10338,1996-10-25 00:00:00.000,USA
10339,1996-10-28 00:00:00.000,Canada
10340,1996-10-29 00:00:00.000,France
10341,1996-10-29 00:00:00.000,Denmark
10342,1996-10-30 00:00:00.000,Germany
10343,1996-10-31 00:00:00.000,Germany
10344,1996-11-01 00:00:00.000,USA
10345,1996-11-04 00:00:00.000,Germany
10346,1996-11-05 00:00:00.000,USA
10347,1996-11-06 00:00:00.000,Brazil
10348,1996-11-07 00:00:00.000,Germany
10349,1996-11-08 00:00:00.000,USA
10350,1996-11-11 00:00:00.000,France
10351,1996-11-11 00:00:00.000,Austria
10352,1996-11-12 00:00:00.000,Portugal
10353,1996-11-13 00:00:00.000,Austria
10354,1996-11-14 00:00:00.000,Mexico
10355,1996-11-15 00:00:00.000,UK
10356,1996-11-18 00:00:00.000,Germany
10357,1996-11-19 00:00:00.000,Venezuela
10358,1996-11-20 00:00:00.000,France
10359,1996-11-21 00:00:00.000,UK
10360,1996-11-22 00:00:00.000,France
10361,1996-11-22 00:00:00.000,Germany
10362,1996-11-25 00:00:00.000,France
10363,1996-11-26 00:00:00.000,Germany
10364,1996-11-26 00:00:00.000,UK
10365,1996-11-27 00:00:00.000,Mexico
10366,1996-11-28 00:00:00.000,Spain
10367,1996-11-28 00:00:00.000,Denmark
10368,1996-11-29 00:00:00.000,Austria
10369,1996-12-02 00:00:00.000,USA
10370,1996-12-03 00:00:00.000,Switzerland
10371,1996-12-03 00:00:00.000,France
10372,1996-12-04 00:00:00.000,Brazil
10373,1996-12-05 00:00:00.000,Ireland
10374,1996-12-05 00:00:00.000,Poland
10375,1996-12-06 00:00:00.000,USA
10376,1996-12-09 00:00:00.000,Canada
10377,1996-12-09 00:00:00.000,UK
10378,1996-12-10 00:00:00.000,Sweden
10379,1996-12-11 00:00:00.000,Brazil
10380,1996-12-12 00:00:00.000,Ireland
10381,1996-12-12 00:00:00.000,Venezuela
10382,1996-12-13 00:00:00.000,Austria
10383,1996-12-16 00:00:00.000,UK
10384,1996-12-16 00:00:00.000,Sweden
10385,1996-12-17 00:00:00.000,USA
10386,1996-12-18 00:00:00.000,Brazil
10387,1996-12-18 00:00:00.000,Norway
10388,1996-12-19 00:00:00.000,UK
10389,1996-12-20 00:00:00.000,Canada
10390,1996-12-23 00:00:00.000,Austria
10391,1996-12-23 00:00:00.000,Germany
10392,1996-12-24 00:00:00.000,Austria
10393,1996-12-25 00:00:00.000,USA
10394,1996-12-25 00:00:00.000,USA
10395,1996-12-26 00:00:00.000,Venezuela
10396,1996-12-27 00:00:00.000,Germany
10397,1996-12-27 00:00:00.000,Portugal
10398,1996-12-30 00:00:00.000,USA
10399,1996-12-31 00:00:00.000,Denmark
10400,1997-01-01 00:00:00.000,UK
10401,1997-01-01 00:00:00.000,USA
10402,1997-01-02 00:00:00.000,Austria
10403,1997-01-03 00:00:00.000,Austria
10404,1997-01-03 00:00:00.000,Italy
10405,1997-01-06 00:00:00.000,Venezuela
10406,1997-01-07 00:00:00.000,Brazil
10407,1997-01-07 00:00:00.000,Germany
10408,1997-01-08 00:00:00.000,France
10409,1997-01-09 00:00:00.000,Argentina
10410,1997-01-10 00:00:00.000,Canada
10411,1997-01-10 00:00:00.000,Canada
10412,1997-01-13 00:00:00.000,Finland
10413,1997-01-14 00:00:00.000,France
10414,1997-01-14 00:00:00.000,Brazil
10415,1997-01-15 00:00:00.000,USA
10416,1997-01-16 00:00:00.000,Finland
10417,1997-01-16 00:00:00.000,Denmark
10418,1997-01-17 00:00:00.000,Germany
10419,1997-01-20 00:00:00.000,Switzerland
10420,1997-01-21 00:00:00.000,Brazil
10421,1997-01-21 00:00:00.000,Brazil
10422,1997-01-22 00:00:00.000,Italy
10423,1997-01-23 00:00:00.000,Brazil
10424,1997-01-23 00:00:00.000,Canada
10425,1997-01-24 00:00:00.000,France
10426,1997-01-27 00:00:00.000,Spain
10427,1997-01-27 00:00:00.000,Austria
10428,1997-01-28 00:00:00.000,Italy
10429,1997-01-29 00:00:00.000,Ireland
10430,1997-01-30 00:00:00.000,Austria
10431,1997-01-30 00:00:00.000,Canada
10432,1997-01-31 00:00:00.000,USA
10433,1997-02-03 00:00:00.000,Portugal
10434,1997-02-03 00:00:00.000,Sweden
10435,1997-02-04 00:00:00.000,UK
10436,1997-02-05 00:00:00.000,France
10437,1997-02-05 00:00:00.000,Finland
10438,1997-02-06 00:00:00.000,Germany
10439,1997-02-07 00:00:00.000,Canada
10440,1997-02-10 00:00:00.000,USA
10441,1997-02-10 00:00:00.000,USA
10442,1997-02-11 00:00:00.000,Austria
10443,1997-02-12 00:00:00.000,Italy
10444,1997-02-12 00:00:00.000,Sweden
10445,1997-02-13 00:00:00.000,Sweden
10446,1997-02-14 00:00:00.000,Germany
10447,1997-02-14 00:00:00.000,Brazil
10448,1997-02-17 00:00:00.000,Argentina
10449,1997-02-18 00:00:00.000,France
10450,1997-02-19 00:00:00.000,France
10451,1997-02-19 00:00:00.000,Germany
10452,1997-02-20 00:00:00.000,USA
10453,1997-02-21 00:00:00.000,UK
10454,1997-02-21 00:00:00.000,France
10455,1997-02-24 00:00:00.000,Finland
10456,1997-02-25 00:00:00.000,Germany
10457,1997-02-25 00:00:00.000,Germany
10458,1997-02-26 00:00:00.000,Belgium
10459,1997-02-27 00:00:00.000,France
10460,1997-02-28 00:00:00.000,Sweden
10461,1997-02-28 00:00:00.000,Venezuela
10462,1997-03-03 00:00:00.000,UK
10463,1997-03-04 00:00:00.000,Belgium
10464,1997-03-04 00:00:00.000,Portugal
10465,1997-03-05 00:00:00.000,Denmark
10466,1997-03-06 00:00:00.000,Brazil
10467,1997-03-06 00:00:00.000,Italy
10468,1997-03-07 00:00:00.000,Germany
10469,1997-03-10 00:00:00.000,USA
10470,1997-03-11 00:00:00.000,France
10471,1997-03-11 00:00:00.000,UK
10472,1997-03-12 00:00:00.000,UK
10473,1997-03-13 00:00:00.000,UK
10474,1997-03-13 00:00:00.000,Mexico
10475,1997-03-14 00:00:00.000,Belgium
10476,1997-03-17 00:00:00.000,Venezuela
10477,1997-03-17 00:00:00.000,Portugal
10478,1997-03-18 00:00:00.000,France
10479,1997-03-19 00:00:00.000,USA
10480,1997-03-20 00:00:00.000,France
10481,1997-03-20 00:00:00.000,Brazil
10482,1997-03-21 00:00:00.000,USA
10483,1997-03-24 00:00:00.000,USA
10484,1997-03-24 00:00:00.000,UK
10485,1997-03-25 00:00:00.000,Venezuela
10486,1997-03-26 00:00:00.000,Venezuela
10487,1997-03-26 00:00:00.000,Brazil
10488,1997-03-27 00:00:00.000,Germany
10489,1997-03-28 00:00:00.000,Austria
10490,1997-03-31 00:00:00.000,Venezuela
10491,1997-03-31 00:00:00.000,Portugal
10492,1997-04-01 00:00:00.000,Canada
10493,1997-04-02 00:00:00.000,France
10494,1997-04-02 00:00:00.000,Brazil
10495,1997-04-03 00:00:00.000,Canada
10496,1997-04-04 00:00:00.000,Brazil
10497,1997-04-04 00:00:00.000,Germany
10498,1997-04-07 00:00:00.000,Venezuela
10499,1997-04-08 00:00:00.000,Venezuela
10500,1997-04-09 00:00:00.000,France
10501,1997-04-09 00:00:00.000,Germany
10502,1997-04-10 00:00:00.000,Mexico
10503,1997-04-11 00:00:00.000,Ireland
10504,1997-04-11 00:00:00.000,USA
10505,1997-04-14 00:00:00.000,Canada
10506,1997-04-15 00:00:00.000,Germany
10507,1997-04-15 00:00:00.000,Mexico
10508,1997-04-16 00:00:00.000,Germany
10509,1997-04-17 00:00:00.000,Germany
10510,1997-04-18 00:00:00.000,USA
10511,1997-04-18 00:00:00.000,France
10512,1997-04-21 00:00:00.000,Brazil
10513,1997-04-22 00:00:00.000,Germany
10514,1997-04-22 00:00:00.000,Austria
10515,1997-04-23 00:00:00.000,Germany
10516,1997-04-24 00:00:00.000,Ireland
10517,1997-04-24 00:00:00.000,UK
10518,1997-04-25 00:00:00.000,Mexico
10519,1997-04-28 00:00:00.000,Switzerland
10520,1997-04-29 00:00:00.000,Norway
10521,1997-04-29 00:00:00.000,Argentina
10522,1997-04-30 00:00:00.000,Germany
10523,1997-05-01 00:00:00.000,UK
10524,1997-05-01 00:00:00.000,Sweden
10525,1997-05-02 00:00:00.000,France
10526,1997-05-05 00:00:00.000,Finland
10527,1997-05-05 00:00:00.000,Germany
10528,1997-05-06 00:00:00.000,USA
10529,1997-05-07 00:00:00.000,Belgium
10530,1997-05-08 00:00:00.000,Austria
10531,1997-05-08 00:00:00.000,Argentina
10532,1997-05-09 00:00:00.000,UK
10533,1997-05-12 00:00:00.000,Sweden
10534,1997-05-12 00:00:00.000,Germany
10535,1997-05-13 00:00:00.000,Mexico
10536,1997-05-14 00:00:00.000,Germany
10537,1997-05-14 00:00:00.000,Switzerland
10538,1997-05-15 00:00:00.000,UK
10539,1997-05-16 00:00:00.000,UK
10540,1997-05-19 00:00:00.000,Germany
10541,1997-05-19 00:00:00.000,Brazil
10542,1997-05-20 00:00:00.000,Germany
10543,1997-05-21 00:00:00.000,Venezuela
10544,1997-05-21 00:00:00.000,USA
10545,1997-05-22 00:00:00.000,USA
10546,1997-05-23 00:00:00.000,France
10547,1997-05-23 00:00:00.000,UK
10548,1997-05-26 00:00:00.000,Germany
10549,1997-05-27 00:00:00.000,Germany
10550,1997-05-28 00:00:00.000,Spain
10551,1997-05-28 00:00:00.000,Portugal
10552,1997-05-29 00:00:00.000,Venezuela
10553,1997-05-30 00:00:00.000,Finland
10554,1997-05-30 00:00:00.000,Germany
10555,1997-06-02 00:00:00.000,USA
10556,1997-06-03 00:00:00.000,Denmark
10557,1997-06-03 00:00:00.000,Germany
10558,1997-06-04 00:00:00.000,UK
10559,1997-06-05 00:00:00.000,France
10560,1997-06-06 00:00:00.000,Germany
10561,1997-06-06 00:00:00.000,Sweden
10562,1997-06-09 00:00:00.000,Italy
10563,1997-06-10 00:00:00.000,Brazil
10564,1997-06-10 00:00:00.000,USA
10565,1997-06-11 00:00:00.000,Canada
10566,1997-06-12 00:00:00.000,France
10567,1997-06-12 00:00:00.000,Ireland
10568,1997-06-13 00:00:00.000,Spain
10569,1997-06-16 00:00:00.000,USA
10570,1997-06-17 00:00:00.000,Canada
10571,1997-06-17 00:00:00.000,Austria
10572,1997-06-18 00:00:00.000,Sweden
10573,1997-06-19 00:00:00.000,Mexico
10574,1997-06-19 00:00:00.000,USA
10575,1997-06-20 00:00:00.000,Germany
10576,1997-06-23 00:00:00.000,Mexico
10577,1997-06-23 00:00:00.000,USA
10578,1997-06-24 00:00:00.000,UK
10579,1997-06-25 00:00:00.000,USA
10580,1997-06-26 00:00:00.000,Germany
10581,1997-06-26 00:00:00.000,Brazil
10582,1997-06-27 00:00:00.000,Germany
10583,1997-06-30 00:00:00.000,Finland
10584,1997-06-30 00:00:00.000,France
10585,1997-07-01 00:00:00.000,Brazil
10586,1997-07-02 00:00:00.000,Italy
10587,1997-07-02 00:00:00.000,Brazil
10588,1997-07-03 00:00:00.000,Germany
10589,1997-07-04 00:00:00.000,USA
10590,1997-07-07 00:00:00.000,Canada
10591,1997-07-07 00:00:00.000,Denmark
10592,1997-07-08 00:00:00.000,Germany
10593,1997-07-09 00:00:00.000,Germany
10594,1997-07-09 00:00:00.000,USA
10595,1997-07-10 00:00:00.000,Austria
10596,1997-07-11 00:00:00.000,USA
10597,1997-07-11 00:00:00.000,Austria
10598,1997-07-14 00:00:00.000,USA
10599,1997-07-15 00:00:00.000,UK
10600,1997-07-16 00:00:00.000,USA
10601,1997-07-16 00:00:00.000,Venezuela
10602,1997-07-17 00:00:00.000,Denmark
10603,1997-07-18 00:00:00.000,USA
10604,1997-07-18 00:00:00.000,Portugal
10605,1997-07-21 00:00:00.000,Canada
10606,1997-07-22 00:00:00.000,Brazil
10607,1997-07-22 00:00:00.000,USA
10608,1997-07-23 00:00:00.000,Germany
10609,1997-07-24 00:00:00.000,France
10610,1997-07-25 00:00:00.000,France
10611,1997-07-25 00:00:00.000,Poland
10612,1997-07-28 00:00:00.000,USA
10613,1997-07-29 00:00:00.000,Venezuela
10614,1997-07-29 00:00:00.000,Germany
10615,1997-07-30 00:00:00.000,Finland
10616,1997-07-31 00:00:00.000,USA
10617,1997-07-31 00:00:00.000,USA
10618,1997-08-01 00:00:00.000,Canada
10619,1997-08-04 00:00:00.000,Canada
10620,1997-08-05 00:00:00.000,Canada
10621,1997-08-05 00:00:00.000,UK
10622,1997-08-06 00:00:00.000,Brazil
10623,1997-08-07 00:00:00.000,Germany
10624,1997-08-07 00:00:00.000,USA
10625,1997-08-08 00:00:00.000,Mexico
10626,1997-08-11 00:00:00.000,Sweden
10627,1997-08-11 00:00:00.000,USA
10628,1997-08-12 00:00:00.000,France
10629,1997-08-12 00:00:00.000,Spain
10630,1997-08-13 00:00:00.000,Germany
10631,1997-08-14 00:00:00.000,France
10632,1997-08-14 00:00:00.000,Germany
10633,1997-08-15 00:00:00.000,Austria
10634,1997-08-15 00:00:00.000,France
10635,1997-08-18 00:00:00.000,Italy
10636,1997-08-19 00:00:00.000,Finland
10637,1997-08-19 00:00:00.000,Brazil
10638,1997-08-20 00:00:00.000,Venezuela
10639,1997-08-20 00:00:00.000,Norway
10640,1997-08-21 00:00:00.000,Germany
10641,1997-08-22 00:00:00.000,Venezuela
10642,1997-08-22 00:00:00.000,Denmark
10643,1997-08-25 00:00:00.000,Germany
10644,1997-08-25 00:00:00.000,Brazil
10645,1997-08-26 00:00:00.000,Brazil
10646,1997-08-27 00:00:00.000,Ireland
10647,1997-08-27 00:00:00.000,Brazil
10648,1997-08-28 00:00:00.000,Brazil
10649,1997-08-28 00:00:00.000,Belgium
10650,1997-08-29 00:00:00.000,Brazil
10651,1997-09-01 00:00:00.000,Germany
10652,1997-09-01 00:00:00.000,Brazil
10653,1997-09-02 00:00:00.000,Germany
10654,1997-09-02 00:00:00.000,Sweden
10655,1997-09-03 00:00:00.000,Italy
10656,1997-09-04 00:00:00.000,USA
10657,1997-09-04 00:00:00.000,USA
10658,1997-09-05 00:00:00.000,Germany
10659,1997-09-05 00:00:00.000,Brazil
10660,1997-09-08 00:00:00.000,USA
10661,1997-09-09 00:00:00.000,Ireland
10662,1997-09-09 00:00:00.000,USA
10663,1997-09-10 00:00:00.000,France
10664,1997-09-10 00:00:00.000,Portugal
10665,1997-09-11 00:00:00.000,USA
10666,1997-09-12 00:00:00.000,Switzerland
10667,1997-09-12 00:00:00.000,Austria
10668,1997-09-15 00:00:00.000,Germany
10669,1997-09-15 00:00:00.000,Denmark
10670,1997-09-16 00:00:00.000,Germany
10671,1997-09-17 00:00:00.000,France
10672,1997-09-17 00:00:00.000,Sweden
10673,1997-09-18 00:00:00.000,Finland
10674,1997-09-18 00:00:00.000,UK
10675,1997-09-19 00:00:00.000,Germany
10676,1997-09-22 00:00:00.000,Mexico
10677,1997-09-22 00:00:00.000,Mexico
10678,1997-09-23 00:00:00.000,USA
10679,1997-09-23 00:00:00.000,France
10680,1997-09-24 00:00:00.000,USA
10681,1997-09-25 00:00:00.000,USA
10682,1997-09-25 00:00:00.000,Mexico
10683,1997-09-26 00:00:00.000,France
10684,1997-09-26 00:00:00.000,Germany
10685,1997-09-29 00:00:00.000,Brazil
10686,1997-09-30 00:00:00.000,Austria
10687,1997-09-30 00:00:00.000,Ireland
10688,1997-10-01 00:00:00.000,Denmark
10689,1997-10-01 00:00:00.000,Sweden
10690,1997-10-02 00:00:00.000,Brazil
10691,1997-10-03 00:00:00.000,Germany
10692,1997-10-03 00:00:00.000,Germany
10693,1997-10-06 00:00:00.000,USA
10694,1997-10-06 00:00:00.000,Germany
10695,1997-10-07 00:00:00.000,Finland
10696,1997-10-08 00:00:00.000,USA
10697,1997-10-08 00:00:00.000,Venezuela
10698,1997-10-09 00:00:00.000,Austria
10699,1997-10-09 00:00:00.000,Germany
10700,1997-10-10 00:00:00.000,USA
10701,1997-10-13 00:00:00.000,Ireland
10702,1997-10-13 00:00:00.000,Germany
10703,1997-10-14 00:00:00.000,Sweden
10704,1997-10-14 00:00:00.000,Brazil
10705,1997-10-15 00:00:00.000,Venezuela
10706,1997-10-16 00:00:00.000,USA
10707,1997-10-16 00:00:00.000,UK
10708,1997-10-17 00:00:00.000,USA
10709,1997-10-17 00:00:00.000,Brazil
10710,1997-10-20 00:00:00.000,Italy
10711,1997-10-21 00:00:00.000,USA
10712,1997-10-21 00:00:00.000,Ireland
10713,1997-10-22 00:00:00.000,USA
10714,1997-10-22 00:00:00.000,USA
10715,1997-10-23 00:00:00.000,France
10716,1997-10-24 00:00:00.000,Argentina
10717,1997-10-24 00:00:00.000,Germany
10718,1997-10-27 00:00:00.000,Germany
10719,1997-10-27 00:00:00.000,USA
10720,1997-10-28 00:00:00.000,Brazil
10721,1997-10-29 00:00:00.000,Germany
10722,1997-10-29 00:00:00.000,USA
10723,1997-10-30 00:00:00.000,USA
10724,1997-10-30 00:00:00.000,Canada
10725,1997-10-31 00:00:00.000,Brazil
10726,1997-11-03 00:00:00.000,UK
10727,1997-11-03 00:00:00.000,Italy
10728,1997-11-04 00:00:00.000,Brazil
10729,1997-11-04 00:00:00.000,Venezuela
10730,1997-11-05 00:00:00.000,France
10731,1997-11-06 00:00:00.000,Switzerland
10732,1997-11-06 00:00:00.000,France
10733,1997-11-07 00:00:00.000,Sweden
10734,1997-11-07 00:00:00.000,Brazil
10735,1997-11-10 00:00:00.000,USA
10736,1997-11-11 00:00:00.000,Ireland
10737,1997-11-11 00:00:00.000,France
10738,1997-11-12 00:00:00.000,France
10739,1997-11-12 00:00:00.000,France
10740,1997-11-13 00:00:00.000,USA
10741,1997-11-14 00:00:00.000,UK
10742,1997-11-14 00:00:00.000,Canada
10743,1997-11-17 00:00:00.000,UK
10744,1997-11-17 00:00:00.000,Denmark
10745,1997-11-18 00:00:00.000,Germany
10746,1997-11-19 00:00:00.000,Switzerland
10747,1997-11-19 00:00:00.000,Austria
10748,1997-11-20 00:00:00.000,USA
10749,1997-11-20 00:00:00.000,UK
10750,1997-11-21 00:00:00.000,Finland
10751,1997-11-24 00:00:00.000,Switzerland
10752,1997-11-24 00:00:00.000,UK
10753,1997-11-25 00:00:00.000,Italy
10754,1997-11-25 00:00:00.000,Italy
10755,1997-11-26 00:00:00.000,France
10756,1997-11-27 00:00:00.000,USA
10757,1997-11-27 00:00:00.000,USA
10758,1997-11-28 00:00:00.000,Switzerland
10759,1997-11-28 00:00:00.000,Mexico
10760,1997-12-01 00:00:00.000,Belgium
10761,1997-12-02 00:00:00.000,USA
10762,1997-12-02 00:00:00.000,Sweden
10763,1997-12-03 00:00:00.000,France
10764,1997-12-03 00:00:00.000,Austria
10765,1997-12-04 00:00:00.000,Germany
10766,1997-12-05 00:00:00.000,Germany
10767,1997-12-05 00:00:00.000,Belgium
10768,1997-12-08 00:00:00.000,UK
10769,1997-12-08 00:00:00.000,Denmark
10770,1997-12-09 00:00:00.000,Brazil
10771,1997-12-10 00:00:00.000,Austria
10772,1997-12-10 00:00:00.000,Germany
10773,1997-12-11 00:00:00.000,Austria
10774,1997-12-11 00:00:00.000,Sweden
10775,1997-12-12 00:00:00.000,USA
10776,1997-12-15 00:00:00.000,Austria
10777,1997-12-15 00:00:00.000,Brazil
10778,1997-12-16 00:00:00.000,Sweden
10779,1997-12-16 00:00:00.000,Germany
10780,1997-12-16 00:00:00.000,Venezuela
10781,1997-12-17 00:00:00.000,Finland
10782,1997-12-17 00:00:00.000,Argentina
10783,1997-12-18 00:00:00.000,Brazil
10784,1997-12-18 00:00:00.000,Italy
10785,1997-12-18 00:00:00.000,Venezuela
10786,1997-12-19 00:00:00.000,Brazil
10787,1997-12-19 00:00:00.000,France
10788,1997-12-22 00:00:00.000,Germany
10789,1997-12-22 00:00:00.000,France
10790,1997-12-22 00:00:00.000,Brazil
10791,1997-12-23 00:00:00.000,Germany
10792,1997-12-23 00:00:00.000,Poland
10793,1997-12-24 00:00:00.000,UK
10794,1997-12-24 00:00:00.000,Brazil
10795,1997-12-24 00:00:00.000,Austria
10796,1997-12-25 00:00:00.000,Venezuela
10797,1997-12-25 00:00:00.000,Germany
10798,1997-12-26 00:00:00.000,UK
10799,1997-12-26 00:00:00.000,Germany
10800,1997-12-26 00:00:00.000,UK
10801,1997-12-29 00:00:00.000,Spain
10802,1997-12-29 00:00:00.000,Denmark
10803,1997-12-30 00:00:00.000,Brazil
10804,1997-12-30 00:00:00.000,UK
10805,1997-12-30 00:00:00.000,USA
10806,1997-12-31 00:00:00.000,France
10807,1997-12-31 00:00:00.000,Italy
10808,1998-01-01 00:00:00.000,USA
10809,1998-01-01 00:00:00.000,Brazil
10810,1998-01-01 00:00:00.000,Canada
10811,1998-01-02 00:00:00.000,Venezuela
10812,1998-01-02 00:00:00.000,Italy
10813,1998-01-05 00:00:00.000,Brazil
10814,1998-01-05 00:00:00.000,France
10815,1998-01-05 00:00:00.000,USA
10816,1998-01-06 00:00:00.000,USA
10817,1998-01-06 00:00:00.000,Germany
10818,1998-01-07 00:00:00.000,Italy
10819,1998-01-07 00:00:00.000,Argentina
10820,1998-01-07 00:00:00.000,USA
10821,1998-01-08 00:00:00.000,USA
10822,1998-01-08 00:00:00.000,USA
10823,1998-01-09 00:00:00.000,Venezuela
10824,1998-01-09 00:00:00.000,Sweden
10825,1998-01-09 00:00:00.000,Germany
10826,1998-01-12 00:00:00.000,France
10827,1998-01-12 00:00:00.000,France
10828,1998-01-13 00:00:00.000,Argentina
10829,1998-01-13 00:00:00.000,UK
10830,1998-01-13 00:00:00.000,Brazil
10831,1998-01-14 00:00:00.000,Norway
10832,1998-01-14 00:00:00.000,France
10833,1998-01-15 00:00:00.000,Germany
10834,1998-01-15 00:00:00.000,Brazil
10835,1998-01-15 00:00:00.000,Germany
10836,1998-01-16 00:00:00.000,Austria
10837,1998-01-16 00:00:00.000,Sweden
10838,1998-01-19 00:00:00.000,Venezuela
10839,1998-01-19 00:00:00.000,Brazil
10840,1998-01-19 00:00:00.000,Venezuela
10841,1998-01-20 00:00:00.000,Belgium
10842,1998-01-20 00:00:00.000,Mexico
10843,1998-01-21 00:00:00.000,France
10844,1998-01-21 00:00:00.000,Austria
10845,1998-01-21 00:00:00.000,Germany
10846,1998-01-22 00:00:00.000,Belgium
10847,1998-01-22 00:00:00.000,USA
10848,1998-01-23 00:00:00.000,UK
10849,1998-01-23 00:00:00.000,Germany
10850,1998-01-23 00:00:00.000,France
10851,1998-01-26 00:00:00.000,Brazil
10852,1998-01-26 00:00:00.000,USA
10853,1998-01-27 00:00:00.000,Germany
10854,1998-01-27 00:00:00.000,Austria
10855,1998-01-27 00:00:00.000,USA
10856,1998-01-28 00:00:00.000,Mexico
10857,1998-01-28 00:00:00.000,Sweden
10858,1998-01-29 00:00:00.000,France
10859,1998-01-29 00:00:00.000,Germany
10860,1998-01-29 00:00:00.000,France
10861,1998-01-30 00:00:00.000,USA
10862,1998-01-30 00:00:00.000,Germany
10863,1998-02-02 00:00:00.000,Venezuela
10864,1998-02-02 00:00:00.000,UK
10865,1998-02-02 00:00:00.000,Germany
10866,1998-02-03 00:00:00.000,Sweden
10867,1998-02-03 00:00:00.000,USA
10868,1998-02-04 00:00:00.000,Brazil
10869,1998-02-04 00:00:00.000,UK
10870,1998-02-04 00:00:00.000,Poland
10871,1998-02-05 00:00:00.000,France
10872,1998-02-05 00:00:00.000,Spain
10873,1998-02-06 00:00:00.000,Finland
10874,1998-02-06 00:00:00.000,Spain
10875,1998-02-06 00:00:00.000,Sweden
10876,1998-02-09 00:00:00.000,France
10877,1998-02-09 00:00:00.000,Brazil
10878,1998-02-10 00:00:00.000,Germany
10879,1998-02-10 00:00:00.000,Finland
10880,1998-02-10 00:00:00.000,Sweden
10881,1998-02-11 00:00:00.000,Argentina
10882,1998-02-11 00:00:00.000,USA
