orderID,productID,quantity
10356,31,30
10356,55,12
10356,69,20
10357,10,30
10357,26,16
10357,60,8
10358,24,10
10358,34,10
10358,36,20
10359,16,56
10359,31,70
10359,60,80
10360,28,30
10360,29,35
10360,38,10
10360,49,35
10360,54,28
10361,39,54
10361,60,55
10362,25,50
10362,51,20
10362,54,24
10363,31,20
10363,75,12
10363,76,12
10364,69,30
10364,71,5
10365,11,24
10366,65,5
10366,77,5
10367,34,36
10367,54,18
10367,65,15
10367,77,7
10368,21,5
10368,28,13
10368,57,25
10368,64,35
10369,29,20
10369,56,18
10370,1,15
10370,64,30
10370,74,20
10371,36,6
10372,20,12
10372,38,40
10372,60,70
10372,72,42
10373,58,80
10373,71,50
10374,31,30
10374,58,15
10375,14,15
10375,54,10
10376,31,42
10377,28,20
10377,39,20
10378,71,6
10379,41,8
10379,63,16
10379,65,20
10380,30,18
10380,53,20
10380,60,6
10380,70,30
10381,74,14
10382,5,32
10382,18,9
10382,29,14
10382,33,60
10382,74,50
10383,13,20
10383,50,15
10383,56,20
10384,20,28
10384,60,15
10385,7,10
10385,60,20
10385,68,8
10386,24,15
10386,34,10
10387,24,15
10387,28,6
10387,59,12
10387,71,15
10388,45,15
10388,52,20
10388,53,40
10389,10,16
10389,55,15
10389,62,20
10389,70,30
10390,31,60
10390,35,40
10390,46,45
10390,72,24
10391,13,18
10392,69,50
10393,2,25
10393,14,42
10393,25,7
10393,26,70
10393,31,32
10394,13,10
10394,62,10
10395,46,28
10395,53,70
10395,69,8
10396,23,40
10396,71,60
10396,72,21
10397,21,10
10397,51,18
10398,35,30
10398,55,120
10399,68,60
10399,71,30
10399,76,35
10399,77,14
10400,29,21
10400,35,35
10400,49,30
10401,30,18
10401,56,70
10401,65,20
10401,71,60
10402,23,60
10402,63,65
10403,16,21
10403,48,70
10404,26,30
10404,42,40
10404,49,30
10405,3,50
10406,1,10
10406,21,30
10406,28,42
10406,36,5
10406,40,2
10407,11,30
10407,69,15
10407,71,15
10408,37,10
10408,54,6
10408,62,35
10409,14,12
10409,21,12
10410,33,49
10410,59,16
10411,41,25
10411,44,40
10411,59,9
10412,14,20
10413,1,24
10413,62,40
10413,76,14
10414,19,18
10414,33,50
10415,17,2
10415,33,20
10416,19,20
10416,53,10
10416,57,20
10417,38,50
10417,46,2
10417,68,36
10417,77,35
10418,2,60
10418,47,55
10418,61,16
10418,74,15
10419,60,60
10419,69,20
10420,9,20
10420,13,2
10420,70,8
10420,73,20
10421,19,4
10421,26,30
10421,53,15
10421,77,10
10422,26,2
10423,31,14
10423,59,20
10424,35,60
10424,38,49
10424,68,30
10425,55,10
10425,76,20
10426,56,5
10426,64,7
10427,14,35
10428,46,20
10429,50,40
10429,63,35
10430,17,45
10430,21,50
10430,56,30
10430,59,70
10431,17,50
10431,40,50
10431,47,30
10432,26,10
10432,54,40
10433,56,28
10434,11,6
10434,76,18
10435,2,10
10435,22,12
10435,72,10
10436,46,5
10436,56,40
10436,64,30
10436,75,24
10437,53,15
10438,19,15
10438,34,20
10438,57,15
10439,12,15
10439,16,16
10439,64,6
10439,74,30
10440,2,45
10440,16,49
10440,29,24
10440,61,90
10441,27,50
10442,11,30
10442,54,80
10442,66,60
10443,11,6
10443,28,12
10444,17,10
10444,26,15
10444,35,8
10444,41,30
10445,39,6
10445,54,15
10446,19,12
10446,24,20
10446,31,3
10446,52,15
10447,19,40
10447,65,35
10447,71,2
10448,26,6
10448,40,20
10449,10,14
10449,52,20
10449,62,35
10450,10,20
10450,54,6
10451,55,120
10451,64,35
10451,65,28
10451,77,55
10452,28,15
10452,44,100
10453,48,15
10453,70,25
10454,16,20
10454,33,20
10454,46,10
10455,39,20
10455,53,50
10455,61,25
10455,71,30
10456,21,40
10456,49,21
10457,59,36
10458,26,30
10458,28,30
10458,43,20
10458,56,15
10458,71,50
10459,7,16
10459,46,20
10459,72,40
10460,68,21
10460,75,4
10461,21,40
10461,30,28
10461,55,60
10462,13,1
10462,23,21
10463,19,21
10463,42,50
10464,4,16
10464,43,3
10464,56,30
10464,60,20
10465,24,25
10465,29,18
10465,40,20
10465,45,30
10465,50,25
10466,11,10
10466,46,5
10467,24,28
10467,25,12
10468,30,8
10468,43,15
10469,2,40
10469,16,35
10469,44,2
10470,18,30
10470,23,15
10470,64,8
10471,7,30
10471,56,20
10472,24,80
10472,51,18
10473,33,12
10473,71,12
10474,14,12
10474,28,18
10474,40,21
10474,75,10
10475,31,35
10475,66,60
10475,76,42
10476,55,2
10476,70,12
10477,1,15
10477,21,21
10477,39,20
10478,10,20
10479,38,30
10479,53,28
10479,59,60
10479,64,30
10480,47,30
10480,59,12
10481,49,24
10481,60,40
10482,40,10
10483,34,35
10483,77,30
10484,21,14
10484,40,10
10484,51,3
10485,2,20
10485,3,20
10485,55,30
10485,70,60
10486,11,5
10486,51,25
10486,74,16
10487,19,5
10487,26,30
10487,54,24
10488,59,30
10488,73,20
10489,11,15
10489,16,18
10490,59,60
10490,68,30
10490,75,36
10491,44,15
10491,77,7
10492,25,60
10492,42,20
10493,65,15
10493,66,10
10493,69,10
10494,56,30
10495,23,10
10495,41,20
10495,77,5
10496,31,20
10497,56,14
10497,72,25
10497,77,25
10498,24,14
10498,40,5
10498,42,30
10499,28,20
10499,49,25
10500,15,12
10500,28,8
10501,54,20
10502,45,21
10502,53,6
10502,67,30
10503,14,70
10503,65,20
10504,2,12
10504,21,12
10504,53,10
10504,61,25
10505,62,3
10506,25,18
10506,70,14
10507,43,15
10507,48,15
10508,13,10
10508,39,10
10509,28,3
10510,29,36
10510,75,36
10511,4,50
10511,7,50
10511,8,10
10512,24,10
10512,46,9
10512,47,6
10512,60,12
10513,21,40
10513,32,50
10513,61,15
10514,20,39
10514,28,35
10514,56,70
10514,65,39
10514,75,50
10515,9,16
10515,16,50
10515,27,120
10515,33,16
10515,60,84
10516,18,25
10516,41,80
10516,42,20
10517,52,6
10517,59,4
10517,70,6
10518,24,5
10518,38,15
10518,44,9
10519,10,16
10519,56,40
10519,60,10
10520,24,8
10520,53,5
10521,35,3
10521,41,10
10521,68,6
10522,1,40
10522,8,24
10522,30,20
10522,40,25
10523,17,25
10523,20,15
10523,37,18
10523,41,6
10524,10,2
10524,30,10
10524,43,60
10524,54,15
10525,36,30
10525,40,15
10526,1,8
10526,13,10
10526,56,30
10527,4,50
10527,36,30
10528,11,3
10528,33,8
10528,72,9
10529,55,14
10529,68,20
10529,69,10
10530,17,40
10530,43,25
10530,61,20
10530,76,50
10531,59,2
10532,30,15
10532,66,24
10533,4,50
10533,72,24
10533,73,24
10534,30,10
10534,40,10
10534,54,10
10535,11,50
10535,40,10
10535,57,5
10535,59,15
10536,12,15
10536,31,20
10536,33,30
10536,60,35
10537,31,30
10537,51,6
10537,58,20
10537,72,21
10537,73,9
10538,70,7
10538,72,1
10539,13,8
10539,21,15
10539,33,15
10539,49,6
10540,3,60
10540,26,40
10540,38,30
10540,68,35
10541,24,35
10541,38,4
10541,65,36
10541,71,9
10542,11,15
10542,54,24
10543,12,30
10543,23,70
10544,28,7
10544,67,7
10545,11,10
10546,7,10
10546,35,30
10546,62,40
10547,32,24
10547,36,60
10548,34,10
10548,41,14
10549,31,55
10549,45,100
10549,51,48
10550,17,8
10550,19,10
10550,21,6
10550,61,10
10551,16,40
10551,35,20
10551,44,40
10552,69,18
10552,75,30
10553,11,15
10553,16,14
10553,22,24
10553,31,30
10553,35,6
10554,16,30
10554,23,20
10554,62,20
10554,77,10
10555,14,30
10555,19,35
10555,24,18
10555,51,20
10555,56,40
10556,72,24
10557,64,30
10557,75,20
10558,47,25
10558,51,20
10558,52,30
10558,53,18
10558,73,3
10559,41,12
10559,55,18
10560,30,20
10560,62,15
10561,44,10
10561,51,50
10562,33,20
10562,62,10
10563,36,25
10563,52,70
10564,17,16
10564,31,6
10564,55,25
10565,24,25
10565,64,18
10566,11,35
10566,18,18
10566,76,10
10567,31,60
10567,51,3
10567,59,40
10568,10,5
10569,31,35
10569,76,30
10570,11,15
10570,56,60
10571,14,11
10571,42,28
10572,16,12
10572,32,10
10572,40,50
10572,75,15
10573,17,18
10573,34,40
10573,53,25
10574,33,14
10574,40,2
10574,62,10
10574,64,6
10575,59,12
10575,63,6
10575,72,30
10575,76,10
10576,1,10
10576,31,20
10576,44,21
10577,39,10
10577,75,20
10577,77,18
10578,35,20
10578,57,6
10579,15,10
10579,75,21
10580,14,15
10580,41,9
10580,65,30
10581,75,50
10582,57,4
10582,76,14
10583,29,10
10583,60,24
10583,69,10
10584,31,50
10585,47,15
10586,52,4
10587,26,6
10587,35,20
10587,77,20
10588,18,40
10588,42,100
10589,35,4
10590,1,20
10590,77,60
10591,3,14
10591,7,10
10591,54,50
10592,15,25
10592,26,5
10593,20,21
10593,69,20
10593,76,4
10594,52,24
10594,58,30
10595,35,30
10595,61,120
10595,69,65
10596,56,5
10596,63,24
10596,75,30
10597,24,35
10597,57,20
10597,65,12
10598,27,50
10598,71,9
10599,62,10
10600,54,4
10600,73,30
10601,13,60
10601,59,35
10602,77,5
10603,22,48
10603,49,25
10604,48,6
10604,76,10
10605,16,30
10605,59,20
10605,60,70
10605,71,15
10606,4,20
10606,55,20
10606,62,10
10607,7,45
10607,17,100
10607,33,14
10607,40,42
10607,72,12
10608,56,28
10609,1,3
10609,10,10
10609,21,6
10610,36,21
10611,1,6
10611,2,10
10611,60,15
10612,10,70
10612,36,55
10612,49,18
10612,60,40
10612,76,80
10613,13,8
10613,75,40
10614,11,14
10614,21,8
10614,39,5
10615,55,5
10616,38,15
10616,56,14
10616,70,15
10616,71,15
10617,59,30
10618,6,70
10618,56,20
10618,68,15
10619,21,42
10619,22,40
10620,24,5
10620,52,5
10621,19,5
10621,23,10
10621,70,20
10621,71,15
10622,2,20
10622,68,18
10623,14,21
10623,19,15
10623,21,25
10623,24,3
10623,35,30
10624,28,10
10624,29,6
10624,44,10
10625,14,3
10625,42,5
10625,60,10
10626,53,12
10626,60,20
10626,71,20
10627,62,15
10627,73,35
10628,1,25
10629,29,20
10629,64,9
10630,55,12
10630,76,35
10631,75,8
10632,2,30
10632,33,20
10633,12,36
10633,13,13
10633,26,35
10633,62,80
10634,7,35
10634,18,50
10634,51,15
10634,75,2
10635,4,10
10635,5,15
10635,22,40
10636,4,25
10636,58,6
10637,11,10
10637,50,25
10637,56,60
10638,45,20
10638,65,21
10638,72,60
10639,18,8
10640,69,20
10640,70,15
10641,2,50
10641,40,60
10642,21,30
10642,61,20
10643,28,15
10643,39,21
10643,46,2
10644,18,4
10644,43,20
10644,46,21
10645,18,20
10645,36,15
10646,1,15
10646,10,18
10646,71,30
10646,77,35
10647,19,30
10647,39,20
10648,22,15
10648,24,15
10649,28,20
10649,72,15
10650,30,30
10650,53,25
10650,54,30
10651,19,12
10651,22,20
10652,30,2
10652,42,20
10653,16,30
10653,60,20
10654,4,12
10654,39,20
10654,54,6
10655,41,20
10656,14,3
10656,44,28
10656,47,6
10657,15,50
10657,41,24
10657,46,45
10657,47,10
10657,56,45
10657,60,30
10658,21,60
10658,40,70
10658,60,55
10658,77,70
10659,31,20
10659,40,24
10659,70,40
10660,20,21
10661,39,3
10661,58,49
10662,68,10
10663,40,30
10663,42,30
10663,51,20
10664,10,24
10664,56,12
10664,65,15
10665,51,20
10665,59,1
10665,76,10
10666,29,36
10666,65,10
10667,69,45
10667,71,14
10668,31,8
10668,55,4
10668,64,15
10669,36,30
10670,23,32
10670,46,60
10670,67,25
10670,73,50
10670,75,25
10671,16,10
10671,62,10
10671,65,12
10672,38,15
10672,71,12
10673,16,3
10673,42,6
10673,43,6
10674,23,5
10675,14,30
10675,53,10
10675,58,30
10676,10,2
10676,19,7
10676,44,21
10677,26,30
10677,33,8
10678,12,100
10678,33,30
10678,41,120
10678,54,30
10679,59,12
10680,16,50
10680,31,20
10680,42,40
10681,19,30
10681,21,12
10681,64,28
10682,33,30
10682,66,4
10682,75,30
10683,52,9
10684,40,20
10684,47,40
10684,60,30
10685,10,20
10685,41,4
10685,47,15
10686,17,30
10686,26,15
10687,9,50
10687,29,10
10687,36,6
10688,10,18
10688,28,60
10688,34,14
10689,1,35
10690,56,20
10690,77,30
10691,1,30
10691,29,40
10691,43,40
10691,44,24
10691,62,48
10692,63,20
10693,9,6
10693,54,60
10693,69,30
10693,73,15
10694,7,90
10694,59,25
10694,70,50
10695,8,10
10695,12,4
10695,24,20
10696,17,20
10696,46,18
10697,19,7
10697,35,9
10697,58,30
10697,70,30
10698,11,15
10698,17,8
10698,29,12
10698,65,65
10698,70,8
10699,47,12
10700,1,5
10700,34,12
10700,68,40
10700,71,60
10701,59,42
10701,71,20
10701,76,35
10702,3,6
10702,76,15
10703,2,5
10703,59,35
10703,73,35
10704,4,6
10704,24,35
10704,48,24
10705,31,20
10705,32,4
10706,16,20
10706,43,24
10706,59,8
10707,55,21
10707,57,40
10707,70,28
10708,5,4
10708,36,5
10709,8,40
10709,51,28
10709,60,10
10710,19,5
10710,47,5
10711,19,12
10711,41,42
10711,53,120
10712,53,3
10712,56,30
10713,10,18
10713,26,30
10713,45,110
10713,46,24
10714,2,30
10714,17,27
10714,47,50
10714,56,18
10714,58,12
10715,10,21
10715,71,30
10716,21,5
10716,51,7
10716,61,10
10717,21,32
10717,54,15
10717,69,25
10718,12,36
10718,16,20
10718,36,40
10718,62,20
10719,18,12
10719,30,3
10719,54,40
10720,35,21
10720,71,8
10721,44,50
10722,2,3
10722,31,50
10722,68,45
10722,75,42
10723,26,15
10724,10,16
10724,61,5
10725,41,12
10725,52,4
10725,55,6
10726,4,25
10726,11,5
10727,17,20
10727,56,10
10727,59,10
10728,30,15
10728,40,6
10728,55,12
10728,60,15
10729,1,50
10729,21,30
10729,50,40
10730,16,15
10730,31,3
10730,65,10
10731,21,40
10731,51,30
10732,76,20
10733,14,16
10733,28,20
10733,52,25
10734,6,30
10734,30,15
10734,76,20
10735,61,20
10735,77,2
10736,65,40
10736,75,20
10737,13,4
10737,41,12
10738,16,3
10739,36,6
10739,52,18
10740,28,5
10740,35,35
10740,45,40
10740,56,14
10741,2,15
10742,3,20
10742,60,50
10742,72,35
10743,46,28
10744,40,50
10745,18,24
10745,44,16
10745,59,45
10745,72,7
10746,13,6
10746,42,28
10746,62,9
10746,69,40
10747,31,8
10747,41,35
10747,63,9
10747,69,30
10748,23,44
10748,40,40
10748,56,28
10749,56,15
10749,59,6
10749,76,10
10750,14,5
10750,45,40
10750,59,25
10751,26,12
10751,30,30
10751,50,20
10751,73,15
10752,1,8
10752,69,3
10753,45,4
10753,74,5
10754,40,3
10755,47,30
10755,56,30
10755,57,14
10755,69,25
10756,18,21
10756,36,20
10756,68,6
10756,69,20
10757,34,30
10757,59,7
10757,62,30
10757,64,24
10758,26,20
10758,52,60
10758,70,40
10759,32,10
10760,25,12
10760,27,40
10760,43,30
10761,25,35
10761,75,18
10762,39,16
10762,47,30
10762,51,28
10762,56,60
10763,21,40
10763,22,6
10763,24,20
10764,3,20
10764,39,130
10765,65,80
10766,2,40
10766,7,35
10766,68,40
10767,42,2
10768,22,4
10768,31,50
10768,60,15
10768,71,12
10769,41,30
10769,52,15
10769,61,20
10769,62,15
10770,11,15
10771,71,16
10772,29,18
10772,59,25
10773,17,33
10773,31,70
10773,75,7
10774,31,2
10774,66,50
10775,10,6
10775,67,3
10776,31,16
10776,42,12
10776,45,27
10776,51,120
10777,42,20
10778,41,10
10779,16,20
10779,62,20
10780,70,35
10780,77,15
10781,54,3
10781,56,20
10781,74,35
10782,31,1
10783,31,10
10783,38,5
10784,36,30
10784,39,2
10784,72,30
10785,10,10
10785,75,10
10786,8,30
10786,30,15
10786,75,42
10787,2,15
10787,29,20
10788,19,50
10788,75,40
10789,18,30
10789,35,15
10789,63,30
10789,68,18
10790,7,3
10790,56,20
10791,29,14
10791,41,20
10792,2,10
10792,54,3
10792,68,15
10793,41,14
10793,52,8
10794,14,15
10794,54,6
10795,16,65
10795,17,35
10796,26,21
10796,44,10
10796,64,35
10796,69,24
10797,11,20
10798,62,2
10798,72,10
10799,13,20
10799,24,20
10799,59,25
10800,11,50
10800,51,10
10800,54,7
10801,17,40
10801,29,20
10802,30,25
10802,51,30
10802,55,60
10802,62,5
10803,19,24
10803,25,15
10803,59,15
10804,10,36
10804,28,24
10804,49,4
10805,34,10
10805,38,10
10806,2,20
10806,65,2
10806,74,15
10807,40,1
10808,56,20
10808,76,50
10809,52,20
10810,13,7
10810,25,5
10810,70,5
10811,19,15
10811,23,18
10811,40,30
10812,31,16
10812,72,40
10812,77,20
10813,2,12
10813,46,35
10814,41,20
10814,43,20
10814,48,8
10814,61,30
10815,33,16
10816,38,30
10816,62,20
10817,26,40
10817,38,30
10817,40,60
10817,62,25
10818,32,20
10818,41,20
10819,43,7
10819,75,20
10820,56,30
10821,35,20
10821,51,6
10822,62,3
10822,70,6
10823,11,20
10823,57,15
10823,59,40
10823,77,15
10824,41,12
10824,70,9
10825,26,12
10825,53,20
10826,31,35
10826,57,15
10827,10,15
10827,39,21
10828,20,5
10828,38,2
10829,2,10
10829,8,20
10829,13,10
10829,60,21
10830,6,6
10830,39,28
10830,60,30
10830,68,24
10831,19,2
10831,35,8
10831,38,8
10831,43,9
10832,13,3
10832,25,10
10832,44,16
10832,64,3
10833,7,20
10833,31,9
10833,53,9
10834,29,8
10834,30,20
10835,59,15
10835,77,2
10836,22,52
10836,35,6
10836,57,24
10836,60,60
10836,64,30
10837,13,6
10837,40,25
10837,47,40
10837,76,21
10838,1,4
10838,18,25
10838,36,50
10839,58,30
10839,72,15
10840,25,6
10840,39,10
10841,10,16
10841,56,30
10841,59,50
10841,77,15
10842,11,15
10842,43,5
10842,68,20
10842,70,12
10843,51,4
10844,22,35
10845,23,70
10845,35,25
10845,42,42
10845,58,60
10845,64,48
10846,4,21
10846,70,30
10846,74,20
10847,1,80
10847,19,12
10847,37,60
10847,45,36
10847,60,45
10847,71,55
10848,5,30
10848,9,3
10849,3,49
10849,26,18
10850,25,20
10850,33,4
10850,70,30
10851,2,5
10851,25,10
10851,57,10
10851,59,42
10852,2,15
10852,17,6
10852,62,50
10853,18,10
10854,10,100
10854,13,65
10855,16,50
10855,31,14
10855,56,24
10855,65,15
10856,2,20
10856,42,20
10857,3,30
10857,26,35
10857,29,10
10858,7,5
10858,27,10
10858,70,4
10859,24,40
10859,54,35
10859,64,30
10860,51,3
10860,76,20
10861,17,42
10861,18,20
10861,21,40
10861,33,35
10861,62,3
10862,11,25
10862,52,8
10863,1,20
10863,58,12
10864,35,4
10864,67,15
10865,38,60
10865,39,80
10866,2,21
10866,24,6
10866,30,40
10867,53,3
10868,26,20
10868,35,30
10868,49,42
10869,1,40
10869,11,10
10869,23,50
10869,68,20
10870,35,3
10870,51,2
10871,6,50
10871,16,12
10871,17,16
10872,55,10
10872,62,20
10872,64,15
10872,65,21
10873,21,20
10873,28,3
10874,10,10
10875,19,25
10875,47,21
10875,49,15
10876,46,21
10876,64,20
10877,16,30
10877,18,25
10878,20,20
10879,40,12
10879,65,10
10879,76,10
10880,23,30
10880,61,30
10880,70,50
10881,73,10
10882,42,25
10882,49,20
10882,54,32
10883,24,8
10884,21,40
10884,56,21
10884,65,12
10885,2,20
10885,24,12
10885,70,30
10885,77,25
10886,10,70
10886,31,35
10886,77,40
10887,25,5
10888,2,20
10888,68,18
10889,11,40
10889,38,40
10890,17,15
10890,34,10
10890,41,14
10891,30,15
10892,59,40
10893,8,30
10893,24,10
10893,29,24
10893,30,35
10893,36,20
10894,13,28
10894,69,50
10894,75,120
10895,24,110
10895,39,45
10895,40,91
10895,60,100
10896,45,15
10896,56,16
10897,29,80
10897,30,36
10898,13,5
10899,39,8
10900,70,3
10901,41,30
10901,71,30
10902,55,30
10902,62,6
10903,13,40
10903,65,21
10903,68,20
10904,58,15
10904,62,35
10905,1,20
10906,61,15
10907,75,14
10908,7,20
10908,52,14
10909,7,12
10909,16,15
10909,41,5
10910,19,12
10910,49,10
10910,61,5
10911,1,10
10911,17,12
10911,67,15
10912,11,40
10912,29,60
10913,4,30
10913,33,40
10913,58,15
10914,71,25
10915,17,10
10915,33,30
10915,54,10
10916,16,6
10916,32,6
10916,57,20
10917,30,1
10917,60,10
10918,1,60
10918,60,25
10919,16,24
10919,25,24
10919,40,20
10920,50,24
10921,35,10
10921,63,40
10922,17,15
10922,24,35
10923,42,10
10923,43,10
10923,67,24
10924,10,20
10924,28,30
10924,75,6
10925,36,25
10925,52,12
10926,11,2
10926,13,10
10926,19,7
10926,72,10
10927,20,5
10927,52,5
10927,76,20
10928,47,5
10928,76,5
10929,21,60
10929,75,49
10929,77,15
10930,21,36
10930,27,25
10930,55,25
10930,58,30
10931,13,42
10931,57,30
10932,16,30
10932,62,14
10932,72,16
10932,75,20
10933,53,2
10933,61,30
10934,6,20
10935,1,21
10935,18,4
10935,23,8
10936,36,30
10937,28,8
10937,34,20
10938,13,20
10938,43,24
10938,60,49
10938,71,35
10939,2,10
10939,67,40
10940,7,8
10940,13,20
10941,31,44
10941,62,30
10941,68,80
10941,72,50
10942,49,28
10943,13,15
10943,22,21
10943,46,15
10944,11,5
10944,44,18
10944,56,18
10945,13,20
10945,31,10
10946,10,25
10946,24,25
10946,77,40
10947,59,4
10948,50,9
10948,51,40
10948,55,4
10949,6,12
10949,10,30
10949,17,6
10949,62,60
10950,4,5
10951,33,15
10951,41,6
10951,75,50
10952,6,16
10952,28,2
10953,20,50
10953,31,50
10954,16,28
10954,31,25
10954,45,30
10954,60,24
10955,75,12
10956,21,12
10956,47,14
10956,51,8
10957,30,30
10957,35,40
10957,64,8
10958,5,20
10958,7,6
10958,72,5
10959,75,20
10960,24,10
10960,41,24
10961,52,6
10961,76,60
10962,7,45
10962,13,77
10962,53,20
10962,69,9
10962,76,44
10963,60,2
10964,18,6
10964,38,5
10964,69,10
10965,51,16
10966,37,8
10966,56,12
10966,62,12
10967,19,12
10967,49,40
10968,12,30
10968,24,30
10968,64,4
10969,46,9
10970,52,40
10971,29,14
10972,17,6
10972,33,7
10973,26,5
10973,41,6
10973,75,10
10974,63,10
10975,8,16
10975,75,10
10976,28,20
10977,39,30
10977,47,30
10977,51,10
10977,63,20
10978,8,20
10978,21,40
10978,40,10
10978,44,6
10979,7,18
10979,12,20
10979,24,80
10979,27,30
10979,31,24
10979,63,35
10980,75,40
10981,38,60
10982,7,20
10982,43,9
10983,13,84
10983,57,15
10984,16,55
10984,24,20
10984,36,40
10985,16,36
10985,18,8
10985,32,35
10986,11,30
10986,20,15
10986,76,10
10986,77,15
10987,7,60
10987,43,6
10987,72,20
10988,7,60
10988,62,40
10989,6,40
10989,11,15
10989,41,4
10990,21,65
10990,34,60
10990,55,65
10990,61,66
10991,2,50
10991,70,20
10991,76,90
10992,72,2
10993,29,50
10993,41,35
10994,59,18
10995,51,20
10995,60,4
10996,42,40
10997,32,50
10997,46,20
10997,52,20
10998,24,12
10998,61,7
10998,74,20
10998,75,30
10999,41,20
10999,51,15
10999,77,21
11000,4,25
11000,24,30
11000,77,30
11001,7,60
11001,22,25
11001,46,25
11001,55,6
11002,13,56
11002,35,15
11002,42,24
11002,55,40
11003,1,4
11003,40,10
11003,52,10
11004,26,6
11004,76,6
11005,1,2
11005,59,10
11006,1,8
11006,29,2
11007,8,30
11007,29,10
11007,42,14
11008,28,70
11008,34,90
11008,71,21
11009,24,12
11009,36,18
11009,60,9
11010,7,20
11010,24,10
11011,58,40
11011,71,20
11012,19,50
11012,60,36
11012,71,60
11013,23,10
11013,42,4
11013,45,20
11013,68,2
11014,41,28
11015,30,15
11015,77,18
11016,31,15
11016,36,16
11017,3,25
11017,59,110
11017,70,30
11018,12,20
11018,18,10
11018,56,5
11019,46,3
11019,49,2
11020,10,24
11021,2,11
11021,20,15
